season,week,manager,pts,IP,H,ER,BB,K,QS,SV+H,ERA,WHIP,K_per_IP
2022,6,Garth,154.08,47.32,40,18,17,47,3,3,3.423499577,1.204564666,0.993237532
2022,6,Chris,181.66,53.66,53,21,11,60,4,3,3.522176668,1.192694745,1.118151323
2022,6,Andy,188.5,47.98,40,18,10,53,1,10,3.376406836,1.042100875,1.104626928
2022,6,Sam,83.49,44.99,61,34,19,32,1,1,6.801511447,1.778172927,0.711269171
2022,6,Howard,110.58,36.31,47,24,10,40,2,4,5.948774442,1.569815478,1.101624897
2022,6,Rich,171.09,51.32,54,18,11,41,5,4,3.156664069,1.266562744,0.798908807
2022,6,Rouse,187.25,60.99,62,26,11,52,4,4,3.83669454,1.196917527,0.852598787
2022,6,Dave,275.75,77,61,13,12,71,10,0,1.519480519,0.948051948,0.922077922
2022,7,Boyce,136.5,42.99,36,17,14,37,4,2,3.558967202,1.163061177,0.860665271
2022,7,Ulmer,96.84,37.32,38,22,16,35,2,1,5.305466238,1.446945338,0.937834941
2022,7,Garth,212,59.98,41,14,11,51,7,2,2.100700233,0.866955652,0.850283428
2022,7,Chris,212.58,60.32,50,16,19,48,8,3,2.387267905,1.143899204,0.795755968
2022,7,Andy,100.74,35.98,39,22,14,37,1,3,5.503057254,1.473040578,1.028349083
2022,7,Sam,173.34,66.3,72,38,22,58,5,1,5.158371041,1.417797888,0.874811463
2022,7,Howard,151,62.99,69,43,27,57,4,1,6.143832354,1.524051437,0.904905541
2022,7,Rich,202.33,62.32,57,30,13,69,4,4,4.332477535,1.123234917,1.107188703
2022,7,Rouse,241.92,64.65,54,23,19,83,8,2,3.201856148,1.129156999,1.28383604
2022,7,Dave,221.75,66.99,51,21,14,67,7,0,2.821316614,0.970294074,1.000149276
2022,8,Boyce,190.25,57,46,18,27,58,5,2,2.842105263,1.280701754,1.01754386
2022,8,Ulmer,131.67,33.65,15,7,17,36,2,4,1.872213967,0.950965825,1.069836553
2022,8,Garth,127.58,45.33,41,27,20,50,2,2,5.360688286,1.345687183,1.103022281
2022,8,Chris,201.42,69.64,75,37,18,81,4,1,4.781734635,1.335439403,1.163124641
2022,8,Andy,191.08,54.32,55,24,12,58,5,5,3.976435935,1.233431517,1.067746686
2022,8,Sam,196.58,59.33,48,19,21,59,6,1,2.882184392,1.162986685,0.99443789
2022,8,Howard,209.83,67.32,46,23,34,61,6,1,3.07486631,1.18835413,0.906120024
2022,8,Rich,214.67,62.65,49,21,13,55,6,4,3.016759777,0.9896249,0.877893057
2022,8,Rouse,124.09,43.32,52,23,11,41,4,1,4.778393352,1.454293629,0.94644506
2022,8,Dave,271.09,76.32,41,19,16,78,9,0,2.240566038,0.746855346,1.022012579
2022,9,Boyce,190.84,63.32,52,28,22,58,6,1,3.979785218,1.168667088,0.915982312
2022,9,Ulmer,152.84,38.31,32,10,16,54,2,4,2.349256069,1.25293657,1.409553641
2022,9,Garth,157.08,46.33,42,20,13,50,4,3,3.885171595,1.187135765,1.079214332
2022,9,Chris,190.67,56.65,57,18,11,48,6,3,2.859664607,1.200353045,0.847308032
2022,9,Andy,107.42,38.66,44,22,13,33,2,3,5.121572685,1.474392137,0.853595447
2022,9,Sam,132.16,43.65,50,29,12,52,3,3,5.979381443,1.420389462,1.191294387
2022,9,Howard,110.66,43.66,54,23,18,39,3,0,4.74118186,1.649106734,0.893266148
2022,9,Rich,150.49,49.99,61,29,11,47,3,5,5.221044209,1.440288058,0.940188038
2022,9,Rouse,191.91,49.66,29,7,14,59,5,1,1.268626661,0.865888039,1.188078937
2022,9,Dave,192.24,57.99,59,19,10,63,6,0,2.948784273,1.189860321,1.086394206
2022,10,Boyce,185.5,57.99,49,27,15,67,4,2,4.190377651,1.103638558,1.155371616
2022,10,Ulmer,174,40.99,39,12,11,47,2,9,2.634788973,1.21980971,1.146621127
2022,10,Garth,192.5,52.98,44,12,12,57,4,3,2.038505096,1.057002643,1.07587769
2022,10,Chris,161.49,64.99,67,40,17,55,5,0,5.539313741,1.292506539,0.846284044
2022,10,Andy,154.25,43.99,38,12,13,40,4,3,2.455103433,1.159354399,0.909297568
2022,10,Sam,200.49,54.98,50,19,12,62,5,4,3.110221899,1.127682794,1.127682794
2022,10,Howard,184.08,52.32,35,11,18,48,6,1,1.892201835,1.012996942,0.917431193
2022,10,Rich,184.25,51.98,35,10,12,46,5,2,1.731435167,0.904193921,0.884955752
2022,10,Rouse,182.67,46.65,31,13,7,50,5,4,2.508038585,0.814576635,1.071811361
2022,10,Dave,224.34,70.31,67,25,17,72,7,0,3.200113782,1.194709145,1.02403641
2022,11,Boyce,166.51,51.98,40,22,22,55,5,1,3.809157368,1.192766449,1.058099269
2022,11,Ulmer,180,50.98,46,20,12,62,3,4,3.530796391,1.137701059,1.216163201
2022,11,Garth,113.09,39.3,50,25,9,47,2,2,5.72519084,1.501272265,1.195928753
2022,11,Chris,153.91,59.66,61,30,24,56,3,0,4.525645323,1.424740194,0.938652363
2022,11,Andy,133.25,38,37,20,14,46,3,4,4.736842105,1.342105263,1.210526316
2022,11,Sam,99.33,41.31,54,34,10,33,1,5,7.407407407,1.54926168,0.798838054
2022,11,Howard,143.17,56.65,62,29,18,55,2,0,4.607237423,1.412180053,0.970873786
2022,11,Rich,238.83,63.31,51,23,17,72,8,4,3.269625652,1.074079924,1.137261096
2022,11,Rouse,280.84,76.31,66,23,16,95,8,2,2.712619578,1.074564277,1.244922029
2022,11,Dave,272.5,81.99,68,26,18,78,10,0,2.854006586,1.048908403,0.951335529
2022,12,Boyce,264.66,68.65,43,20,25,85,8,3,2.62199563,0.990531682,1.238164603
2022,12,Ulmer,244.42,61.65,48,15,17,79,5,5,2.189781022,1.054339011,1.281427413
2022,12,Garth,219.33,65.31,48,22,20,56,5,5,3.031694993,1.041188179,0.857449089
2022,12,Chris,215.5,66.99,63,22,13,60,6,2,2.955665025,1.134497686,0.895656068
2022,12,Andy,118.58,38.33,40,26,17,36,2,6,6.104878685,1.487085834,0.939212105
2022,12,Sam,163.75,57.98,61,25,18,61,2,1,3.880648499,1.362538806,1.052086927
2022,12,Howard,242.92,70.65,60,25,17,73,7,3,3.184713376,1.089879689,1.033262562
2022,12,Rich,184.16,55.66,43,22,17,53,6,2,3.557312253,1.07797341,0.952209845
2022,12,Rouse,198.17,50.65,31,12,15,66,5,2,2.132280355,0.908193485,1.303060217
2022,12,Dave,207.42,66.66,53,24,12,53,8,0,3.240324032,0.97509751,0.795079508
2022,13,Boyce,209.66,65.66,50,28,28,77,5,1,3.837953092,1.187937862,1.172707889
2022,13,Ulmer,155.08,43.32,31,15,16,56,4,1,3.11634349,1.084949215,1.292705448
2022,13,Garth,210.17,62.65,54,22,20,50,5,6,3.160415004,1.181165204,0.798084597
2022,13,Chris,182.17,63.65,68,35,18,57,4,4,4.948939513,1.351139042,0.895522388
2022,13,Andy,141.92,44.65,40,20,15,44,2,4,4.031354983,1.231802912,0.985442329
2022,13,Sam,147.59,48.31,42,18,11,37,3,3,3.353342993,1.09708135,0.76588698
2022,13,Howard,190.59,63.32,58,29,23,61,6,1,4.121920404,1.279216677,0.963360708
2022,13,Rich,152.16,55.66,57,27,17,52,3,1,4.36579231,1.329500539,0.934243622
2022,13,Rouse,151.08,41.33,31,9,12,47,4,1,1.959835471,1.040406484,1.137188483
2022,13,Dave,201.34,63.32,55,18,13,52,7,0,2.558433354,1.073910297,0.821225521
2022,14,Boyce,185.42,60.64,63,30,26,81,4,0,4.452506596,1.4676781,1.335751979
2022,14,Ulmer,211.67,58.65,34,12,14,65,4,2,1.841432225,0.818414322,1.108269395
2022,14,Garth,152.84,43.32,41,17,11,43,3,5,3.531855956,1.200369344,0.992613112
2022,14,Chris,235.08,75.31,76,30,17,70,6,3,3.585181251,1.234895764,0.929491435
2022,14,Andy,94.33,31.32,31,18,13,29,2,3,5.172413793,1.404853129,0.925925926
2022,14,Sam,172,47.99,36,6,20,35,5,3,1.125234424,1.166909773,0.729318608
2022,14,Howard,172.42,58.65,62,36,15,69,4,2,5.524296675,1.312872975,1.176470588
2022,14,Rich,185.75,52.99,35,14,8,55,5,1,2.377807133,0.811473863,1.037931685
2022,14,Rouse,172.08,42.31,27,13,10,50,4,5,2.765303711,0.874497755,1.181753723
2022,14,Dave,238,68,50,19,20,74,8,0,2.514705882,1.029411765,1.088235294
2022,15,Boyce,336.75,95.98,97,47,28,108,9,0,4.40716816,1.302354657,1.125234424
2022,15,Ulmer,297.07,77.31,62,24,19,85,7,8,2.793946449,1.047729919,1.099469668
2022,15,Garth,253.68,81.64,79,34,19,80,6,3,3.748162665,1.200391965,0.979911808
2022,15,Chris,230,85.98,93,46,16,78,7,0,4.815073273,1.267736683,0.907187718
2022,15,Andy,215.17,67.65,65,31,21,64,4,6,4.124168514,1.271249076,0.946045824
2022,15,Sam,273.5,76.98,67,35,29,69,5,2,4.091971941,1.247077163,0.896336711
2022,15,Howard,271.92,91.65,88,37,27,87,6,2,3.633387889,1.254773595,0.949263502
2022,15,Rich,242.67,85.65,89,45,19,88,5,2,4.72854641,1.260945709,1.027437245
2022,15,Rouse,278.49,78.98,69,41,16,101,6,6,4.672068878,1.076221828,1.278804761
2022,15,Dave,381.17,114.65,93,34,29,111,13,0,2.668992586,1.064108155,0.968163977
2022,16,Boyce,205.74,58.99,48,16,15,63,7,0,2.44109171,1.067977623,1.067977623
2022,16,Ulmer,146.67,42.64,41,20,11,43,3,5,4.221388368,1.219512195,1.008442777
2022,16,Garth,122.42,44.65,39,24,18,41,2,2,4.83762598,1.276595745,0.91825308
2022,16,Chris,261.91,78.66,66,19,15,74,8,0,2.173913043,1.029748284,0.940757691
2022,16,Andy,85.26,31.98,31,18,12,23,1,3,5.065666041,1.344590369,0.7191995
2022,16,Sam,199.26,66.98,66,27,21,49,5,4,3.627948641,1.298895193,0.73156166
2022,16,Howard,209.76,66.97,60,23,17,61,6,1,3.09093624,1.149768553,0.910855607
2022,16,Rich,151,45.99,37,20,11,58,4,0,3.913894325,1.043705153,1.261143727
2022,16,Rouse,154.58,49.31,36,20,11,53,2,2,3.650375177,0.953153519,1.074832691
2022,16,Dave,224.33,68.33,53,22,17,59,9,0,2.897702327,1.024440217,0.863456754
2022,17,Boyce,172.34,53.31,46,18,22,53,6,0,3.038829488,1.275558057,0.994184956
2022,17,Ulmer,179.91,45.66,28,9,11,39,4,6,1.773981603,0.85413929,0.85413929
2022,17,Garth,148.09,45.32,46,24,15,41,4,5,4.766107679,1.345984113,0.904677846
2022,17,Chris,152.42,52.66,52,23,11,51,4,0,3.930877326,1.196353969,0.968477022
2022,17,Andy,199.84,59.32,50,22,16,51,5,5,3.337828726,1.112609575,0.859743763
2022,17,Sam,185.58,57.33,51,21,14,55,5,2,3.296703297,1.133786848,0.959358102
2022,17,Howard,210.42,63.66,51,18,16,60,7,0,2.544769086,1.052466227,0.942507069
2022,17,Rich,157.18,48.64,52,21,4,51,4,2,3.885690789,1.151315789,1.048519737
2022,17,Rouse,183.25,55,51,19,16,56,5,2,3.109090909,1.218181818,1.018181818
2022,17,Dave,202.59,64.32,57,25,18,68,6,0,3.498134328,1.166044776,1.05721393
2022,18,Boyce,282.33,75.33,50,14,22,88,9,0,1.672640382,0.955794504,1.168193283
2022,18,Ulmer,154,49.98,47,22,17,48,2,4,3.961584634,1.280512205,0.960384154
2022,18,Garth,177.51,45.98,39,14,11,66,5,1,2.740321879,1.087429317,1.435406699
2022,18,Chris,166.41,52.66,48,17,15,56,4,0,2.905431067,1.196353969,1.06342575
2022,18,Andy,124.66,45.65,52,30,14,42,2,4,5.91456736,1.445783133,0.920043812
2022,18,Sam,153.67,42.66,40,15,14,48,4,3,3.164556962,1.265822785,1.125175809
2022,18,Howard,238.76,76.97,63,28,24,75,6,1,3.274002858,1.130310511,0.974405613
2022,18,Rich,171.35,59.3,50,29,20,54,4,2,4.401349073,1.180438449,0.910623946
2022,18,Rouse,150.5,49.98,37,20,21,50,3,1,3.601440576,1.160464186,1.00040016
2022,18,Dave,203.33,72.31,75,32,19,54,8,0,3.982851611,1.299958512,0.746784677
2022,19,Boyce,249.17,78.65,52,27,24,77,7,0,3.089637635,0.966306421,0.979020979
2022,19,Ulmer,159.41,45.65,41,17,12,49,3,4,3.351588171,1.161007667,1.073384447
2022,19,Garth,168.49,54.99,42,20,22,42,5,2,3.273322422,1.163847972,0.763775232
2022,19,Chris,264.25,78.99,55,21,16,66,10,0,2.392707938,0.898847955,0.835548804
2022,19,Andy,121.75,31.99,29,10,8,41,3,2,2.813379181,1.156611441,1.281650516
2022,19,Sam,216.25,69.98,53,24,14,54,6,2,3.08659617,0.957416405,0.771649043
2022,19,Howard,144.92,50.66,40,25,13,44,4,1,4.441373865,1.046190288,0.868535334
2022,19,Rich,165.75,44.99,35,9,10,48,6,0,1.800400089,1.000222272,1.066903756
2022,19,Rouse,146.5,40.98,31,16,13,54,3,2,3.513909224,1.073694485,1.317715959
2022,19,Dave,201.59,56.32,37,15,14,66,6,0,2.397017045,0.905539773,1.171875
2022,20,Boyce,217.17,59.66,44,15,18,76,6,0,2.262822662,1.039222259,1.27388535
2022,20,Ulmer,166.25,48.98,31,19,12,48,4,3,3.491220906,0.877909351,0.979991833
2022,20,Garth,137,40.99,34,12,12,44,3,1,2.634788973,1.122224933,1.073432545
2022,20,Chris,170,62.99,57,33,23,57,5,0,4.715034132,1.270042864,0.904905541
2022,20,Andy,131.67,45.65,49,26,9,46,2,3,5.125958379,1.270536692,1.007667032
2022,20,Sam,136.51,44.98,51,18,13,37,3,3,3.601600711,1.422854602,0.822587817
2022,20,Howard,160.33,45.32,34,9,12,37,4,3,1.78729038,1.015004413,0.816416593
2022,20,Rich,177.08,56.32,44,14,11,46,5,0,2.237215909,0.9765625,0.816761364
2022,20,Rouse,115.17,41.64,46,27,16,42,1,4,5.83573487,1.48895293,1.008645533
2022,20,Dave,171.09,56.32,47,23,18,61,3,1,3.675426136,1.154119318,1.083096591
2022,21,Boyce,210.25,60.98,50,23,13,78,6,0,3.394555592,1.033125615,1.279107904
2022,21,Ulmer,210.92,58.65,58,26,13,66,5,6,3.989769821,1.210571185,1.125319693
2022,21,Garth,145,51.99,52,27,14,52,4,0,4.673975765,1.269474899,1.000192345
2022,21,Chris,165.67,59.65,58,30,16,55,5,0,4.526404023,1.240569992,0.922045264
2022,21,Andy,133.84,43.32,44,28,18,43,2,6,5.817174515,1.431209603,0.992613112
2022,21,Sam,170.08,59.32,57,27,14,50,5,1,4.096426163,1.196898179,0.842886042
2022,21,Howard,233.92,61.65,43,17,12,59,7,5,2.481751825,0.892133009,0.95701541
2022,21,Rich,160.51,47.98,42,17,10,54,4,1,3.188828679,1.08378491,1.125468945
2022,21,Rouse,121.92,30.66,24,12,11,37,1,6,3.522504892,1.141552511,1.206784083
2022,21,Dave,244.75,71.99,67,22,10,67,9,1,2.750381997,1.069592999,0.930684817
2022,22,Boyce,266.49,73.99,60,21,16,92,8,0,2.554399243,1.027165833,1.243411272
2022,22,Ulmer,177.42,46.66,34,15,9,54,3,5,2.893270467,0.921560223,1.157308187
2022,22,Garth,125.66,41.65,34,16,12,42,3,0,3.457382953,1.104441777,1.008403361
2022,22,Chris,159.25,50.99,41,17,14,51,4,0,3.000588351,1.078642871,1.000196117
2022,22,Andy,106.58,34.32,34,16,7,25,1,5,4.195804196,1.194638695,0.728438228
2022,22,Sam,215.58,60.32,61,19,18,63,5,5,2.834880637,1.309681698,1.044429708
2022,22,Howard,146.74,46.98,44,20,11,38,4,3,3.831417625,1.170710941,0.808854832
2022,22,Rich,235.34,64.32,42,24,16,80,7,2,3.358208955,0.901741294,1.243781095
2022,22,Rouse,199.59,50.32,27,6,10,52,5,3,1.073131955,0.735294118,1.033386328
2022,22,Dave,215.91,65.66,53,17,14,54,6,2,2.330185806,1.020408163,0.82241852
2022,23,Boyce,181.33,56.32,46,22,20,65,4,1,3.515625,1.171875,1.154119318
2022,23,Ulmer,254.41,62.66,52,14,17,66,7,7,2.010852218,1.101180977,1.053303543
2022,23,Garth,187.17,61.65,57,33,21,72,3,3,4.817518248,1.265206813,1.167883212
2022,23,Chris,188.58,69.32,75,35,18,66,5,0,4.544143104,1.341604155,0.952106174
2022,23,Andy,98.26,33.98,37,22,6,37,2,2,5.826957034,1.265450265,1.088875809
2022,23,Sam,79.92,41.66,53,31,14,29,2,0,6.697071531,1.608257321,0.696111378
2022,23,Howard,197.59,69.32,79,31,18,60,6,1,4.024812464,1.399307559,0.865551068
2022,23,Rich,148.09,42.31,36,16,15,44,4,3,3.403450721,1.205388797,1.039943276
2022,23,Rouse,125.75,44,40,25,23,44,1,4,5.113636364,1.431818182,1
2022,23,Dave,192.42,55.65,39,16,16,61,5,1,2.587601078,0.988319856,1.096136568
2023,1,Boyce,345.84,98.32,95,32,31,128,6,0,2.92921074,1.281529699,1.30187144
2023,1,Chris,231.92,78.64,65,31,27,66,5,1,3.547812818,1.169888098,0.839267548
2023,1,Ulmer,216.49,57.99,44,15,24,66,4,5,2.327987584,1.172615968,1.138127263
2023,1,Rich,350.5,88.64,59,21,32,103,11,1,2.132220217,1.026624549,1.16200361
2023,1,Andy,222.43,70.64,62,38,31,76,3,7,4.841449604,1.316534541,1.07587769
2023,1,Sam,256.33,87.31,81,38,39,85,7,1,3.917077082,1.374413011,0.97354255
2023,1,Howard,200,75.31,94,57,25,80,3,3,6.811844377,1.58013544,1.062275926
2023,1,Rouse,225.92,66.65,55,27,26,75,5,4,3.645911478,1.215303826,1.12528132
2023,1,Garth,218.5,67,60,35,22,74,3,7,4.701492537,1.223880597,1.104477612
2023,1,Dave,219.67,81.3,81,43,27,75,3,2,4.760147601,1.328413284,0.922509225
2023,2,Boyce,145.58,50.33,51,24,14,52,4,0,4.291674945,1.291476257,1.033181005
2023,2,Chris,203.83,75.3,76,41,32,79,3,2,4.900398406,1.434262948,1.049136786
2023,2,Ulmer,116.67,31.66,30,16,8,41,2,4,4.548325963,1.200252685,1.295009476
2023,2,Rich,246.42,75.65,69,30,22,80,7,2,3.569068077,1.20290813,1.057501652
2023,2,Andy,143.58,42.32,44,23,11,46,2,6,4.891304348,1.299621928,1.086956522
2023,2,Sam,160.17,47.66,34,17,16,49,6,0,3.210239194,1.049097776,1.02811582
2023,2,Howard,162.42,66.65,67,34,26,50,3,1,4.591147787,1.395348837,0.750187547
2023,2,Rouse,200.58,50.33,30,11,21,64,6,2,1.967017683,1.01331214,1.271607391
2023,2,Garth,174.17,45.66,37,13,17,58,4,3,2.562417871,1.182654402,1.270258432
2023,2,Dave,136.75,51.99,62,29,13,49,4,0,5.020196192,1.442585113,0.94248894
2023,3,Boyce,211.01,61.98,60,24,16,71,5,3,3.48499516,1.226202001,1.145530816
2023,3,Chris,120.92,45.65,46,33,25,39,1,6,6.506024096,1.555312158,0.854326396
2023,3,Ulmer,128.42,46.65,51,32,14,56,1,3,6.173633441,1.39335477,1.200428725
2023,3,Rich,166.76,49.98,39,18,14,57,4,1,3.241296519,1.06042417,1.140456182
2023,3,Andy,108.08,32.32,31,13,14,33,2,3,3.620049505,1.392326733,1.021039604
2023,3,Sam,177.08,58.32,46,26,21,57,5,1,4.012345679,1.148834019,0.977366255
2023,3,Howard,94.41,37.66,43,23,14,39,2,0,5.496548062,1.51354222,1.035581519
2023,3,Rouse,236.33,63.33,39,18,17,74,6,3,2.55802937,0.884257066,1.168482552
2023,3,Garth,154.33,37.33,29,16,19,42,2,9,3.857487276,1.285829092,1.125100455
2023,3,Dave,169.51,63.98,53,33,19,57,4,0,4.642075649,1.125351672,0.890903407
2023,4,Boyce,197.58,59.32,56,22,11,69,4,2,3.337828726,1.129467296,1.163182738
2023,4,Chris,93,39.98,53,32,15,43,1,2,7.203601801,1.700850425,1.075537769
2023,4,Ulmer,157.58,46.32,47,22,14,50,5,3,4.274611399,1.316925734,1.079447323
2023,4,Rich,110.34,47.31,55,29,15,43,2,0,5.516804058,1.479602621,0.908898753
2023,4,Andy,188.83,50.32,48,15,6,49,5,5,2.682829889,1.073131955,0.973767886
2023,4,Sam,202.33,60.32,46,21,18,59,6,2,3.133289125,1.061007958,0.978116711
2023,4,Howard,117.83,42.31,44,16,16,36,3,0,3.403450721,1.418104467,0.85086268
2023,4,Rouse,170.16,47.66,38,18,10,45,3,6,3.399076794,1.007133865,0.944187998
2023,4,Garth,169.33,50.32,39,19,13,45,4,4,3.398251192,1.033386328,0.89427663
2023,4,Dave,187.43,66.63,60,29,27,71,3,0,3.917154435,1.305718145,1.065586072
2023,5,Boyce,167.76,56.98,62,31,15,66,4,1,4.896454896,1.351351351,1.158301158
2023,5,Chris,189.26,58.97,49,22,12,55,4,3,3.357639478,1.034424284,0.932677633
2023,5,Ulmer,115.33,38.33,37,20,17,43,1,3,4.696060527,1.408818158,1.121836681
2023,5,Rich,151.25,51,54,25,17,49,5,1,4.411764706,1.392156863,0.960784314
2023,5,Andy,144.75,38.99,34,11,11,30,2,7,2.539112593,1.154142088,0.769428058
2023,5,Sam,179.83,47.32,32,12,22,53,4,4,2.282333052,1.141166526,1.120033812
2023,5,Howard,252.48,81.98,58,28,24,70,7,1,3.073920468,1.000243962,0.853866797
2023,5,Rouse,114.42,37.65,41,19,16,48,2,1,4.541832669,1.513944223,1.274900398
2023,5,Garth,131.59,43.32,46,23,11,47,4,1,4.778393352,1.315789474,1.084949215
2023,5,Dave,195.84,68.31,69,29,13,59,6,0,3.820816864,1.200409896,0.863709559
2023,6,Boyce,276.25,81.99,64,28,19,94,8,0,3.073545554,1.012318575,1.146481278
2023,6,Chris,163.26,58.97,55,30,14,53,4,1,4.578599288,1.170086485,0.898762082
2023,6,Ulmer,188,59.99,60,27,18,58,4,4,4.050675113,1.300216703,0.966827805
2023,6,Rich,184.5,55.98,45,19,11,57,5,1,3.054662379,1.00035727,1.018220793
2023,6,Andy,264.01,65.98,39,17,15,68,7,7,2.31888451,0.818429827,1.030615338
2023,6,Sam,172.42,56.66,50,27,13,62,4,1,4.288739852,1.111895517,1.094246382
2023,6,Howard,159.58,52.32,43,13,20,39,3,2,2.236238532,1.20412844,0.745412844
2023,6,Rouse,195.74,49.99,44,18,21,59,5,6,3.24064813,1.300260052,1.180236047
2023,6,Garth,142.75,49.99,44,20,9,41,4,0,3.600720144,1.060212042,0.820164033
2023,6,Dave,174.92,58.64,63,28,20,56,4,3,4.297407913,1.415416098,0.954979536
2023,7,Boyce,245.42,76.66,61,39,18,102,6,0,4.578659014,1.030524393,1.330550483
2023,7,Chris,121.5,41.98,40,26,14,54,3,0,5.574082897,1.286326822,1.286326822
2023,7,Ulmer,129.66,43.66,44,20,14,40,3,2,4.122766835,1.328447091,0.916170408
2023,7,Rich,174.75,65.97,74,41,29,62,6,1,5.593451569,1.56131575,0.939821131
2023,7,Andy,96.34,31.31,33,15,9,26,2,3,4.311721495,1.341424465,0.830405621
2023,7,Sam,200.34,51.32,37,7,9,54,6,2,1.227591582,0.896336711,1.052221356
2023,7,Howard,214.83,59.33,53,15,11,55,7,3,2.275408731,1.078712287,0.927018372
2023,7,Rouse,191.84,54.32,52,20,16,68,3,4,3.313696613,1.251840943,1.251840943
2023,7,Garth,114.41,39.65,36,19,17,37,3,1,4.312736444,1.336696091,0.933165195
2023,7,Dave,163.6,61.3,66,34,17,52,4,2,4.991843393,1.353996737,0.848287113
2023,8,Boyce,219.42,72.66,69,31,26,78,6,0,3.839801817,1.3074594,1.073492981
2023,8,Chris,100.75,41.98,44,30,17,36,2,2,6.431634111,1.453072892,0.857551215
2023,8,Ulmer,142.74,43.99,42,18,19,50,2,3,3.682655149,1.386678791,1.13662196
2023,8,Rich,146.67,57.64,54,38,24,59,3,1,5.933379598,1.353226926,1.023594726
2023,8,Andy,136.01,37.98,31,13,11,36,2,5,3.08056872,1.105845182,0.947867299
2023,8,Sam,151.58,59.3,67,35,26,59,4,0,5.311973019,1.568296796,0.994940978
2023,8,Howard,193.17,69.65,79,33,23,69,5,0,4.264178033,1.464465183,0.990667624
2023,8,Rouse,225.42,60.66,52,20,17,71,6,4,2.96735905,1.137487636,1.170458292
2023,8,Garth,158,48,40,17,18,48,4,2,3.1875,1.208333333,1
2023,8,Dave,150.18,55.64,55,27,23,46,3,2,4.36736161,1.401869159,0.82674335
2023,9,Boyce,225.17,64.66,50,17,18,71,7,0,2.366223322,1.05165481,1.098051345
2023,9,Chris,172.92,52.64,38,20,21,46,4,4,3.419452888,1.120820669,0.873860182
2023,9,Ulmer,180.17,61.64,55,24,21,41,6,2,3.50421804,1.232965607,0.665152498
2023,9,Rich,102.09,36.32,39,18,12,36,3,0,4.460352423,1.404185022,0.991189427
2023,9,Andy,181.67,44.65,36,6,12,46,4,5,1.209406495,1.075027996,1.030235162
2023,9,Sam,197.76,55.98,40,19,19,61,5,3,3.054662379,1.053947839,1.089674884
2023,9,Howard,199.24,57.98,40,18,23,62,5,2,2.79406692,1.08658158,1.069334253
2023,9,Rouse,168.59,51.32,52,26,15,61,4,3,4.559625877,1.305533905,1.188620421
2023,9,Garth,116.42,40.64,51,31,12,42,2,5,6.86515748,1.55019685,1.033464567
2023,9,Dave,216.49,73.99,58,33,26,67,5,2,4.014055954,1.135288553,0.905527774
2023,10,Boyce,155.75,55.98,49,27,22,59,3,0,4.340836013,1.268310111,1.053947839
2023,10,Chris,168.84,53.3,40,21,28,54,2,4,3.545966229,1.275797373,1.013133208
2023,10,Ulmer,162.75,43.99,40,14,13,57,2,4,2.864287338,1.204819277,1.295749034
2023,10,Rich,119.17,43.66,55,28,9,43,4,1,5.771873568,1.465872652,0.984883188
2023,10,Andy,134.17,36.65,32,14,10,44,2,4,3.43792633,1.145975443,1.200545703
2023,10,Sam,192.92,64.64,58,31,23,58,7,1,4.316212871,1.253094059,0.897277228
2023,10,Howard,147.67,59.64,71,40,15,55,2,3,6.036217304,1.441985245,0.922199866
2023,10,Rouse,199.25,56.99,39,17,16,56,5,3,2.684681523,0.965081593,0.982628531
2023,10,Garth,67.91,23.66,33,17,6,24,1,3,6.466610313,1.648351648,1.014370245
2023,10,Dave,174.84,57.31,47,19,21,42,5,2,2.983772466,1.186529402,0.732856395
2023,11,Boyce,170.34,61.32,57,33,21,56,6,0,4.843444227,1.272015656,0.913242009
2023,11,Chris,95.59,42.31,46,31,9,45,0,1,6.594185772,1.299929095,1.06357835
2023,11,Ulmer,153.91,48.66,43,20,20,43,4,3,3.699136868,1.294697904,0.883682696
2023,11,Rich,133.42,38.65,30,12,15,46,4,0,2.794307891,1.164294955,1.190168176
2023,11,Andy,113.33,34.32,31,16,11,32,2,4,4.195804196,1.223776224,0.932400932
2023,11,Sam,158.67,55.65,67,30,23,57,3,3,4.851752022,1.617250674,1.02425876
2023,11,Howard,153.75,47.98,44,20,17,44,5,2,3.751563151,1.271363068,0.91704877
2023,11,Rouse,192.58,58.32,59,21,20,53,7,2,3.240740741,1.354595336,0.90877915
2023,11,Garth,179.5,48.99,38,20,14,60,4,4,3.674219228,1.06144111,1.224739743
2023,11,Dave,204.18,66.62,58,28,16,58,6,2,3.782647853,1.110777544,0.870609427
2023,12,Boyce,215.33,60.33,51,18,15,73,7,0,2.685231228,1.093983093,1.210011603
2023,12,Chris,159.91,57.65,58,28,19,52,3,2,4.371205551,1.335646141,0.901994796
2023,12,Ulmer,231.75,57,49,17,12,70,6,6,2.684210526,1.070175439,1.228070175
2023,12,Rich,217.25,74.98,71,32,14,74,5,0,3.841024273,1.133635636,0.986929848
2023,12,Andy,160.59,44.32,28,9,19,35,2,6,1.827617329,1.060469314,0.789711191
2023,12,Sam,211.75,71.98,66,30,19,63,7,0,3.751041956,1.180883579,0.875243123
2023,12,Howard,211.33,64.33,54,21,14,64,7,0,2.937976061,1.057049588,0.994870201
