season,week,manager,pts,IP,H,ER,BB,K,QS,SV+H,ERA,WHIP,K_per_IP
2023,12,Rouse,183.58,57.31,62,32,17,68,3,5,5.025300995,1.378467981,1.186529402
2023,12,Garth,134.58,38.31,34,12,11,38,2,4,2.819107283,1.174628034,0.991908118
2023,12,Dave,175.42,60.66,59,29,16,61,5,0,4.302670623,1.236399604,1.005605012
2023,13,Boyce,226.16,69.65,63,30,17,77,8,0,3.876525485,1.148600144,1.105527638
2023,13,Chris,83.67,34.66,43,21,15,38,1,0,5.452971725,1.673398731,1.096364686
2023,13,Ulmer,197.33,51.31,49,21,13,66,5,5,3.683492497,1.208341454,1.286298967
2023,13,Rich,191.92,61.66,54,24,15,61,6,0,3.503081414,1.119039896,0.98929614
2023,13,Andy,105.5,43.99,43,31,17,37,1,3,6.342350534,1.363946351,0.84110025
2023,13,Sam,110.42,42.66,47,26,10,42,3,0,5.485232068,1.336146273,0.984528833
2023,13,Howard,135.67,43.65,53,24,17,50,4,2,4.948453608,1.603665521,1.145475372
2023,13,Rouse,170.17,45.65,31,16,9,55,4,3,3.154435926,0.876232202,1.204819277
2023,13,Garth,133.9,43.65,38,24,15,59,2,1,4.948453608,1.214203895,1.351660939
2023,13,Dave,188.25,59.99,55,23,14,60,5,1,3.450575096,1.150191699,1.000166694
2023,14,Boyce,231.99,74.98,69,34,13,86,6,0,4.08108829,1.093624967,1.146972526
2023,14,Chris,240.33,77.31,69,23,17,73,6,0,2.677532014,1.112404605,0.94425042
2023,14,Ulmer,175.91,49.66,49,27,10,57,4,6,4.893274265,1.188078937,1.147805075
2023,14,Rich,204.5,60.99,46,15,4,47,8,0,2.213477619,0.819806526,0.770618134
2023,14,Andy,146.83,45.32,47,21,21,37,3,6,4.170344219,1.500441306,0.816416593
2023,14,Sam,181.83,63.31,69,35,19,58,6,2,4.975517296,1.389985784,0.916126994
2023,14,Howard,190.66,66.66,53,30,27,64,4,1,4.050405041,1.200120012,0.96009601
2023,14,Rouse,159.34,52.31,49,23,19,50,3,3,3.95717836,1.29994265,0.955840184
2023,14,Garth,201.16,49.65,34,12,18,68,3,5,2.175226586,1.047331319,1.36958711
2023,14,Dave,220.76,70.98,69,25,16,62,8,0,3.169907016,1.197520428,0.873485489
2023,15,Boyce,238.58,92.32,96,63,32,115,2,0,6.141681109,1.386481802,1.245667244
2023,15,Chris,279.08,84.32,80,44,22,83,7,3,4.696394687,1.209677419,0.984345351
2023,15,Ulmer,263.5,73.99,56,25,20,70,8,5,3.04095148,1.027165833,0.946073794
2023,15,Rich,254.41,89.65,96,48,19,101,6,0,4.818739543,1.282766313,1.126603458
2023,15,Andy,166.67,49.65,46,21,14,44,2,7,3.806646526,1.208459215,0.886203424
2023,15,Sam,262.01,87.31,82,45,30,82,8,2,4.638643912,1.282785477,0.939182224
2023,15,Howard,283.34,90.32,74,38,36,77,6,7,3.786536758,1.21789194,0.852524358
2023,15,Rouse,336.66,86.66,71,31,23,105,7,10,3.219478421,1.084698823,1.211631664
2023,15,Garth,238.16,71.64,61,34,31,83,3,7,4.271356784,1.284198772,1.158570631
2023,15,Dave,241.15,87.65,84,39,30,84,5,0,4.004563605,1.300627496,0.958357102
2023,16,Boyce,152.01,59.97,65,37,17,58,4,0,5.552776388,1.367350342,0.967150242
2023,16,Chris,165.66,50.65,49,25,17,53,4,4,4.44225074,1.303060217,1.046396841
2023,16,Ulmer,164.59,45.32,51,20,12,52,4,5,3.971756399,1.39011474,1.147396293
2023,16,Rich,194.33,55.33,44,16,8,58,7,0,2.60256642,0.939815652,1.048255919
2023,16,Andy,75.25,21.98,22,13,7,22,0,5,5.323020928,1.319381256,1.000909918
2023,16,Sam,115.25,45.98,48,29,21,41,3,1,5.676381035,1.500652458,0.89169204
2023,16,Howard,129.59,44.31,48,15,23,49,2,0,3.046716317,1.6023471,1.105845182
2023,16,Rouse,162.92,44.66,27,13,10,50,4,2,2.619793999,0.828481863,1.119570085
2023,16,Garth,134.01,37.98,34,17,20,48,2,4,4.028436019,1.421800948,1.263823065
2023,16,Dave,266.08,80.32,56,15,25,63,9,0,1.680776892,1.008466135,0.78436255
2023,17,Boyce,188.66,59.64,57,17,19,59,5,0,2.565392354,1.274312542,0.989268947
2023,17,Chris,142.25,46.98,48,21,15,47,3,2,4.022988506,1.340996169,1.000425713
2023,17,Ulmer,98.25,34.99,45,25,14,33,1,5,6.430408688,1.686196056,0.943126608
2023,17,Rich,229.92,67.66,53,19,18,67,8,0,2.527342595,1.049364469,0.990245344
2023,17,Andy,122.34,40.31,41,28,13,52,2,3,6.251550484,1.339617961,1.290002481
2023,17,Sam,199.92,73.65,68,38,33,68,6,0,4.643584521,1.371350984,0.923285811
2023,17,Howard,186,60.99,59,29,21,57,6,2,4.279390064,1.311690441,0.934579439
2023,17,Rouse,173.84,46.32,27,13,15,48,5,3,2.525906736,0.906735751,1.03626943
2023,17,Garth,173,56.98,53,30,13,52,5,3,4.738504739,1.158301158,0.912600913
2023,17,Dave,200.83,67.32,61,23,11,55,6,0,3.07486631,1.069518717,0.816993464
2023,18,Boyce,177,70.99,80,43,20,64,5,0,5.451472038,1.408649106,0.901535428
2023,18,Chris,208.17,59.66,56,21,14,63,7,2,3.167951726,1.173315454,1.055983909
2023,18,Ulmer,188.5,56.98,50,20,18,73,4,0,3.159003159,1.193401193,1.281151281
2023,18,Rich,200.91,62.66,51,20,12,60,6,0,2.872646026,1.005426109,0.957548675
2023,18,Andy,125.34,32.32,26,11,10,35,2,5,3.063118812,1.113861386,1.082920792
2023,18,Sam,146.66,55.66,55,27,21,47,4,0,4.36579231,1.365432986,0.844412504
2023,18,Howard,164.57,55.32,46,26,25,48,4,3,4.229934924,1.283441793,0.867678959
2023,18,Rouse,174.84,47.32,44,18,14,58,4,4,3.423499577,1.22569738,1.22569738
2023,18,Garth,132.84,41.31,45,19,11,47,2,3,4.139433551,1.35560397,1.137739046
2023,18,Dave,205.08,65.32,58,20,11,54,7,0,2.755664421,1.056338028,0.826699326
2023,19,Boyce,173.34,58.32,55,26,11,53,6,0,4.012345679,1.131687243,0.90877915
2023,19,Chris,152.25,61,69,43,22,62,3,2,6.344262295,1.491803279,1.016393443
2023,19,Ulmer,101.09,38.3,32,22,11,44,1,0,5.169712794,1.122715405,1.148825065
2023,19,Rich,109.83,48.32,64,29,14,37,3,0,5.401490066,1.614238411,0.765728477
2023,19,Andy,80.58,29.33,28,13,13,17,2,2,3.989089669,1.397886123,0.579611319
2023,19,Sam,165.75,52.99,49,26,22,60,5,1,4.415927533,1.339875448,1.132289111
2023,19,Howard,144.67,52.64,51,29,15,53,3,1,4.958206687,1.253799392,1.006838906
2023,19,Rouse,181.25,54,40,19,17,49,3,5,3.166666667,1.055555556,0.907407407
2023,19,Garth,149.74,48.98,46,23,23,54,2,3,4.226214782,1.408738261,1.102490813
2023,19,Dave,185.59,63.32,72,27,13,59,6,0,3.837650032,1.342387871,0.931775111
2023,20,Boyce,206.67,61.66,51,22,19,68,7,0,3.211157963,1.135257866,1.102821927
2023,20,Chris,194.17,57.65,51,26,17,61,6,3,4.058976583,1.179531657,1.05810928
2023,20,Ulmer,148.66,40.66,37,22,19,49,4,5,4.869650762,1.377274963,1.205115593
2023,20,Rich,189.42,55.65,46,17,7,59,6,0,2.749326146,0.952380952,1.060197664
2023,20,Andy,102.43,34.64,37,21,14,40,1,3,5.456120092,1.472286374,1.154734411
2023,20,Sam,183.75,50.99,43,13,14,65,5,0,2.294567562,1.117866248,1.274759757
2023,20,Howard,155.42,54.64,51,29,28,52,2,4,4.776720351,1.445827233,0.951683748
2023,20,Rouse,116.58,35.32,28,17,13,39,2,3,4.33182333,1.160815402,1.10419026
2023,20,Garth,139.67,44.65,40,18,16,44,3,2,3.628219485,1.254199328,0.985442329
2023,20,Dave,140.5,57.98,73,39,15,61,3,0,6.053811659,1.517764746,1.052086927
2023,21,Boyce,192.58,60.33,55,25,20,68,6,0,3.729487817,1.243162606,1.127134096
2023,21,Chris,115.84,42.32,44,25,22,44,3,1,5.316635161,1.559546314,1.039697543
2023,21,Ulmer,150.59,48.32,46,26,19,55,3,3,4.842715232,1.345198675,1.138245033
2023,21,Rich,146.42,47.65,51,18,12,45,5,0,3.399790136,1.322140609,0.944386149
2023,21,Andy,143.41,50.65,51,28,14,40,2,5,4.975320829,1.283316881,0.789733465
2023,21,Sam,174.76,62.98,50,25,31,50,5,0,3.572562718,1.286122579,0.793902826
2023,21,Howard,172.92,57.64,58,26,23,53,6,1,4.059680777,1.405274115,0.919500347
2023,21,Rouse,141.58,37.33,34,13,11,39,3,5,3.134208411,1.205464774,1.044736137
2023,21,Garth,148.34,54.31,56,32,14,48,2,4,5.302890812,1.288897072,0.883815135
2023,21,Dave,146.93,58.64,65,28,14,47,3,0,4.297407913,1.347203274,0.801500682
2023,22,Boyce,199.17,66.66,60,32,22,76,5,0,4.320432043,1.230123012,1.140114011
2023,22,Chris,103.57,37.32,44,18,15,37,3,0,4.340836013,1.580921758,0.991425509
2023,22,Ulmer,143.16,42.66,32,19,16,42,3,4,4.008438819,1.125175809,0.984528833
2023,22,Rich,205.32,60.32,53,18,21,70,5,1,2.685676393,1.226790451,1.160477454
2023,22,Andy,100.68,33.64,34,16,16,28,1,4,4.280618312,1.486325803,0.832342449
2023,22,Sam,200.09,67.31,59,35,20,79,5,0,4.679839548,1.173674045,1.173674045
2023,22,Howard,113.59,44.32,44,28,25,42,3,1,5.685920578,1.556859206,0.94765343
2023,22,Rouse,150.08,46.33,32,20,19,52,3,2,3.885171595,1.100798619,1.122382905
2023,22,Garth,81.84,36.32,46,28,10,37,0,2,6.938325991,1.54185022,1.018722467
2023,22,Dave,223,69.99,50,25,24,69,7,0,3.214744964,1.057293899,0.985855122
2023,23,Boyce,257.67,74.66,56,22,16,77,8,1,2.652022502,0.964371819,1.031342084
2023,23,Chris,131.33,40.32,37,12,9,40,4,0,2.678571429,1.140873016,0.992063492
2023,23,Ulmer,192.68,60.63,61,19,21,60,4,2,2.820385948,1.352465776,0.989609104
2023,23,Rich,134.25,45,48,30,13,52,3,3,6,1.355555556,1.155555556
2023,23,Andy,98.18,32.64,35,19,13,32,0,5,5.238970588,1.470588235,0.980392157
2023,23,Sam,175.5,63.99,54,37,30,77,3,0,5.203938115,1.31270511,1.203313018
2023,23,Howard,140.91,56.64,47,26,20,45,2,0,4.131355932,1.182909605,0.794491525
2023,23,Rouse,156.92,54.66,56,32,27,59,3,3,5.268935236,1.518477863,1.079399927
2023,23,Garth,159.5,44.99,40,10,12,40,3,4,2.000444543,1.155812403,0.889086464
2023,23,Dave,132.99,51.99,48,29,14,52,2,0,5.020196192,1.192537026,1.000192345
2023,24,Boyce,167.5,60.98,58,41,16,80,2,1,6.051164316,1.213512627,1.311905543
2023,24,Chris,107.17,39.66,42,17,16,38,2,0,3.857791225,1.462430661,0.958144226
2023,24,Ulmer,149.92,37.65,32,10,13,52,3,3,2.390438247,1.195219124,1.381142098
2023,24,Rich,157.51,44.98,33,14,15,43,5,2,2.801244998,1.067140952,0.955980436
2023,24,Andy,89.08,31.33,37,25,18,37,2,3,7.181615065,1.755505905,1.1809767
2023,24,Sam,136.25,48.98,45,29,26,50,5,0,5.328705594,1.449571254,1.020824826
2023,24,Howard,244,78.98,59,29,25,66,8,1,3.304634085,1.063560395,0.835654596
2023,24,Rouse,116.66,39.66,30,16,16,38,2,1,3.63086233,1.1598588,0.958144226
2023,24,Garth,180.41,53.66,52,22,15,61,4,3,3.689899366,1.248602311,1.136787179
2023,24,Dave,182.17,60.66,71,29,9,74,4,0,4.302670623,1.318826245,1.219914276
2024,1,Boyce,337.16,87.99,63,27,28,110,5,1,2.761677463,1.034208433,1.250142062
2024,1,Chris,313.5,98.99,87,46,33,87,9,2,4.18224063,1.212243661,0.878876654
2024,1,Rich,343.59,99.31,72,36,25,109,8,0,3.262511328,0.976739503,1.097573255
2024,1,Andy,250.41,73.65,53,18,26,73,4,4,2.199592668,1.072640869,0.991174474
2024,1,Sam,261.99,85.64,87,39,26,88,7,0,4.098552078,1.31947688,1.027557216
2024,1,Howard,272.09,88.29,70,31,27,92,6,0,3.160040775,1.098652169,1.042020614
2024,1,Ulmer,188.42,62.64,65,25,22,61,4,2,3.591954023,1.388888889,0.973818646
2024,1,Garth,265.17,76.66,71,27,25,98,6,2,3.169840856,1.252282807,1.278372032
2024,1,Dave,222.34,80.31,92,53,26,89,6,0,5.939484498,1.469306438,1.108205703
2024,1,Rouse,247.59,86.3,83,33,24,78,6,0,3.441483198,1.23986095,0.90382387
2024,2,Boyce,104.17,42.65,54,28,16,47,0,2,5.90855803,1.64126612,1.101992966
2024,2,Chris,130.67,45.66,42,21,18,43,3,1,4.139290407,1.314060447,0.94174332
2024,2,Rich,133.51,48.97,52,25,22,57,2,0,4.594649786,1.511129263,1.163977946
2024,2,Andy,148.75,49.99,45,22,20,53,2,2,3.960792158,1.300260052,1.060212042
2024,2,Sam,192.16,69.65,78,34,22,69,5,0,4.393395549,1.435750179,0.990667624
2024,2,Howard,178.16,73.64,66,45,36,67,4,0,5.499728408,1.385116784,0.909831613
2024,2,Ulmer,168.84,55.31,55,28,11,54,5,2,4.556138131,1.193274272,0.976315314
2024,2,Garth,162.41,41.65,28,11,13,45,4,4,2.37695078,0.984393758,1.080432173
2024,2,Dave,130.66,44.66,36,15,22,36,4,0,3.02283923,1.298701299,0.806090461
2024,2,Rouse,176.33,59.33,56,27,18,62,5,0,4.095735715,1.247261082,1.045002528
2024,3,Boyce,179.16,48.65,49,12,5,54,5,2,2.219938335,1.109969168,1.109969168
2024,3,Chris,222.58,69.31,51,19,22,56,6,2,2.467176454,1.053239071,0.807964219
2024,3,Rich,188.42,58.66,49,23,22,54,6,2,3.528810092,1.210364814,0.920559154
2024,3,Andy,182.25,48.98,40,18,13,60,4,4,3.307472438,1.082074316,1.224989792
2024,3,Sam,145.76,52.97,51,28,24,59,3,0,4.757409855,1.41589579,1.113838022
2024,3,Howard,194.93,63.63,54,18,19,51,6,0,2.545968883,1.147257583,0.801508722
2024,3,Ulmer,182.83,48.32,33,11,13,50,3,5,2.04884106,0.951986755,1.034768212
2024,3,Garth,143.33,48.32,54,25,22,49,4,2,4.656456954,1.572847682,1.014072848
2024,3,Dave,147.58,48.33,32,10,17,34,4,0,1.862197393,1.013863025,0.703496793
2024,3,Rouse,190.92,62.65,54,26,25,63,6,0,3.735035914,1.260973663,1.005586592
2024,4,Boyce,307,85.99,67,29,23,93,8,5,3.035236655,1.046633329,1.081521107
2024,4,Chris,151.83,56.32,67,34,21,74,1,1,5.433238636,1.5625,1.313920455
2024,4,Rich,126.76,49.97,51,33,24,50,2,2,5.94356614,1.50090054,1.00060036
2024,4,Andy,163.5,46.99,43,20,13,55,3,4,3.830602256,1.191742924,1.1704618
2024,4,Sam,129.41,39.66,25,15,20,44,4,0,3.403933434,1.134644478,1.109430156
2024,4,Howard,190.01,57.98,50,18,18,59,6,0,2.79406692,1.172818213,1.017592273
2024,4,Ulmer,210.51,63.98,52,19,20,47,5,5,2.672710222,1.125351672,0.734604564
2024,4,Garth,190.16,53.66,46,24,10,56,4,6,4.025344763,1.043607902,1.043607902
2024,4,Dave,179.58,54.32,40,15,11,44,5,2,2.485272459,0.938880707,0.810014728
2024,4,Rouse,203,61.99,50,20,26,67,4,2,2.903694144,1.226004194,1.080819487
2024,5,Boyce,206.08,55.33,44,18,13,69,6,2,2.927887222,1.030182541,1.247063076
2024,5,Chris,139.67,44.64,37,15,17,49,1,2,3.024193548,1.209677419,1.097670251
2024,5,Rich,235.17,61.65,29,13,13,71,6,2,1.897810219,0.681265207,1.151662612
2024,5,Andy,206.5,56,43,11,5,45,7,3,1.767857143,0.857142857,0.803571429
2024,5,Sam,149.5,51.98,43,21,13,50,3,0,3.636013851,1.077337437,0.961908426
2024,5,Howard,246.83,76.33,48,23,22,63,9,0,2.711908817,0.917070614,0.825363553
2024,5,Ulmer,184.33,53.32,40,19,14,58,4,3,3.207051763,1.012753188,1.087771943
2024,5,Garth,133.67,46.65,35,30,21,56,1,3,5.78778135,1.200428725,1.200428725
2024,5,Dave,152.17,52.66,49,24,25,55,4,0,4.101785036,1.40524117,1.044436005
2024,5,Rouse,141.91,47.66,50,23,9,47,4,1,4.343264792,1.237935376,0.986151909
2024,6,Boyce,164.33,51.32,43,23,11,49,4,3,4.033515199,1.052221356,0.954793453
2024,6,Chris,149.84,48.32,47,16,13,38,4,2,2.98013245,1.241721854,0.786423841
2024,6,Rich,204.42,56.66,49,20,8,62,8,1,3.176844335,1.006000706,1.094246382
2024,6,Andy,258.09,64.32,39,8,16,68,8,3,1.119402985,0.855099502,1.05721393
2024,6,Sam,223.75,62.98,47,27,14,77,5,4,3.858367736,0.968561448,1.222610352
2024,6,Howard,224.26,76.98,79,38,18,78,7,0,4.442712393,1.26006755,1.013250195
2024,6,Ulmer,94.83,38.31,49,33,21,36,2,4,7.752545027,1.827199165,0.939702428
2024,6,Garth,130.83,44.32,39,19,19,38,2,3,3.858303249,1.30866426,0.857400722
2024,6,Dave,188.25,69.98,58,29,23,57,4,0,3.729637039,1.157473564,0.814518434
2024,6,Rouse,140.25,51.98,42,22,17,43,3,0,3.809157368,1.135051943,0.827241247
2024,7,Boyce,185.42,60.64,52,24,13,61,5,0,3.562005277,1.071899736,1.005936675
2024,7,Chris,197.33,77.32,73,36,23,52,5,1,4.190377651,1.241593378,0.672529747
2024,7,Rich,219.34,68.32,60,20,18,68,5,1,2.634660422,1.141686183,0.995316159
2024,7,Andy,167,47.97,36,18,12,51,4,3,3.377110694,1.000625391,1.063164478
2024,7,Sam,137.99,49.99,42,20,18,38,3,1,3.600720144,1.200240048,0.76015203
2024,7,Howard,161.01,52.97,43,17,13,48,3,1,2.888427412,1.05720219,0.906173306
2024,7,Ulmer,215.5,56.99,58,16,10,59,7,4,2.526759081,1.193191788,1.035269345
2024,7,Garth,164.91,53.65,38,22,19,48,2,4,3.690587139,1.062441752,0.894687791
2024,7,Dave,147.83,52.31,46,16,14,46,2,0,2.752819729,1.14700822,0.879372969
2024,7,Rouse,169.25,53.99,56,30,11,61,4,3,5.000926097,1.24097055,1.129838859
2024,8,Boyce,232.59,75.31,61,37,24,91,3,3,4.421723543,1.128668172,1.208338866
2024,8,Chris,151.17,45.65,46,19,12,40,5,3,3.745892662,1.270536692,0.876232202
2024,8,Rich,197.25,62.98,56,25,15,70,5,0,3.572562718,1.127342013,1.111463957
2024,8,Andy,246.33,64.32,52,19,16,66,6,7,2.65858209,1.05721393,1.026119403
2024,8,Sam,208,61.99,46,20,18,69,5,1,2.903694144,1.032424585,1.113082755
2024,8,Howard,149.57,60.32,65,29,22,39,5,0,4.326923077,1.442307692,0.646551724
2024,8,Ulmer,176.25,49.99,47,14,16,48,5,3,2.520504101,1.26025205,0.960192038
2024,8,Garth,182.67,52.66,39,21,15,51,4,5,3.589061907,1.025446259,0.968477022
2024,8,Dave,240.92,74.65,61,25,20,77,7,0,3.01406564,1.08506363,1.031480241
2024,8,Rouse,135.91,45.66,38,19,17,39,2,3,3.745072273,1.20455541,0.85413929
2024,9,Boyce,171.49,52.99,50,26,18,50,5,4,4.415927533,1.283260993,0.943574259
2024,9,Chris,144.99,43.99,39,16,17,43,4,2,3.273471243,1.273016595,0.977494885
2024,9,Rich,179.34,55.3,48,25,10,73,3,1,4.068716094,1.048824593,1.320072333
2024,9,Andy,141.08,43.33,44,21,11,48,3,3,4.36187399,1.26932841,1.107777521
2024,9,Sam,246,71.98,63,27,19,77,7,3,3.37593776,1.139205335,1.069741595
2024,9,Howard,180.59,68.32,66,36,27,72,3,0,4.742388759,1.361241218,1.053864169
2024,9,Ulmer,140.42,45.65,44,21,9,36,4,3,4.140197152,1.161007667,0.788608981
2024,9,Garth,140.16,42.66,43,13,9,41,3,2,2.742616034,1.218940459,0.96108767
2024,9,Dave,166.99,54.99,50,20,12,55,4,0,3.273322422,1.127477723,1.000181851
2024,9,Rouse,146,43.98,29,21,13,53,2,3,4.297407913,0.954979536,1.205093224
2024,10,Boyce,166.59,59.3,54,34,21,63,5,0,5.160202361,1.264755481,1.062394604
2024,10,Chris,155.42,51.65,51,23,14,47,4,2,4.007744434,1.258470474,0.909970958
2024,10,Rich,156.83,53.32,53,28,13,62,4,0,4.726181545,1.237809452,1.162790698
2024,10,Andy,153.08,42.33,27,11,10,48,4,1,2.338766832,0.874084574,1.133947555
2024,10,Sam,151.84,56.32,49,29,13,50,3,1,4.634232955,1.100852273,0.887784091
2024,10,Howard,157.5,59.99,58,28,12,47,4,0,4.200700117,1.166861144,0.783463911
2024,10,Ulmer,185.08,57.32,44,18,17,39,5,4,2.82623866,1.064200977,0.680390789
2024,10,Garth,206.67,50.65,31,11,3,45,6,6,1.954590326,0.671273445,0.888450148
2024,10,Dave,181.51,60.98,60,30,16,68,5,0,4.427681207,1.246310266,1.115119711
2024,10,Rouse,127.09,48.3,62,34,13,51,2,3,6.335403727,1.552795031,1.055900621
2024,11,Boyce,147.08,51.32,50,24,15,46,3,2,4.208885425,1.266562744,0.896336711
2024,11,Chris,151.34,70.3,83,40,23,52,2,0,5.120910384,1.507823613,0.739687055
2024,11,Rich,192.67,60.65,56,25,14,66,6,0,3.709810387,1.154163232,1.088211047
2024,11,Andy,115.91,35.66,28,14,9,37,2,2,3.533370723,1.037577117,1.037577117
2024,11,Sam,178.42,52.65,44,17,19,53,5,2,2.905982906,1.196581197,1.006647673
2024,11,Howard,274.92,85.64,83,30,18,91,8,0,3.152732368,1.179355441,1.062587576
2024,11,Ulmer,138.16,51.64,60,30,16,43,3,3,5.228505035,1.471727343,0.832687839
2024,11,Garth,130.33,41.33,34,15,12,26,4,3,3.266392451,1.112992983,0.629082991
2024,11,Dave,129.84,42.32,35,13,15,41,3,0,2.764650284,1.18147448,0.968809074
2024,11,Rouse,217,64.98,55,25,21,66,7,2,3.462603878,1.169590643,1.015697138
2024,12,Boyce,174.17,60.65,64,26,14,56,5,0,3.858202803,1.286067601,0.923330585
2024,12,Chris,125.42,49.66,53,34,14,44,4,1,6.161900926,1.349174386,0.88602497
2024,12,Rich,143.59,49.31,49,28,14,58,4,0,5.110525248,1.277631312,1.176232002
2024,12,Andy,156.92,45.65,41,20,24,49,3,5,3.943044907,1.423877327,1.073384447
2024,12,Sam,172.59,55.32,46,26,17,59,4,2,4.229934924,1.138828633,1.066522054
2024,12,Howard,218,69.98,68,28,24,68,8,0,3.601028865,1.314661332,0.971706202
2024,12,Ulmer,216.75,61,44,18,7,54,7,3,2.655737705,0.836065574,0.885245902
2024,12,Garth,138.92,41.65,41,25,10,40,2,7,5.402160864,1.224489796,0.960384154
2024,12,Dave,148.91,65.65,88,43,23,62,3,0,5.894897182,1.690784463,0.944402133
2024,12,Rouse,185.25,53.98,29,10,14,41,6,1,1.667284179,0.79659133,0.759540571
2024,13,Boyce,170.01,64.98,68,37,20,65,3,1,5.12465374,1.35426285,1.000307787
2024,13,Chris,139.34,50.31,49,23,19,45,4,0,4.114490161,1.351619956,0.894454383
2024,13,Rich,237.09,73.32,54,25,17,74,7,0,3.068739771,0.968357883,1.009274414
2024,13,Andy,131.67,46.65,50,28,10,47,3,2,5.40192926,1.286173633,1.00750268
2024,13,Sam,181.92,63.65,61,31,18,64,5,0,4.383346426,1.241162608,1.005498822
2024,13,Howard,198.75,69.98,70,33,25,67,6,0,4.244069734,1.357530723,0.957416405
2024,13,Ulmer,191.32,68.32,66,34,20,68,5,0,4.478922717,1.258782201,0.995316159
2024,13,Garth,110.49,39.99,51,26,11,45,1,3,5.851462866,1.550387597,1.12528132
2024,13,Dave,118.91,42.66,41,21,20,39,4,0,4.430379747,1.429910924,0.914205345
2024,13,Rouse,146.92,56.64,63,32,20,54,3,1,5.084745763,1.46539548,0.953389831
2024,14,Boyce,206.25,63,55,28,18,79,5,1,4,1.158730159,1.253968254
2024,14,Chris,152.83,55.33,63,32,15,62,3,1,5.205132839,1.409723477,1.120549431
2024,14,Rich,137.75,49.99,54,28,23,54,4,0,5.041008202,1.540308062,1.080216043
2024,14,Andy,132.25,38.98,36,16,13,36,3,4,3.694202155,1.2570549,0.923550539
2024,14,Sam,193.09,59.31,52,26,9,59,6,2,3.945371775,1.028494352,0.994773225
2024,14,Howard,154.83,58.33,56,29,26,48,5,0,4.474541402,1.405794617,0.822904166
2024,14,Ulmer,202.58,73.32,69,38,22,74,5,0,4.664484452,1.241134752,1.009274414
2024,14,Garth,98.33,35.32,37,27,17,39,1,4,6.8799547,1.528878822,1.10419026
2024,14,Dave,201.09,69.31,61,26,24,63,5,0,3.3761362,1.226374261,0.908959746
2024,14,Rouse,148.67,49.65,41,18,17,46,2,2,3.262839879,1.168177241,0.926485398
2024,15,Boyce,271.59,69.32,39,17,21,81,7,2,2.207155222,0.865551068,1.168493941
2024,15,Chris,235.08,72.32,71,39,26,77,6,6,4.853429204,1.341261062,1.064712389
2024,15,Rich,271.93,86.64,73,40,26,91,8,0,4.155124654,1.14265928,1.050323176
2024,15,Andy,257.16,85.65,72,32,28,76,5,3,3.362521891,1.167542323,0.887332166
2024,15,Sam,241.59,83.32,73,35,20,69,7,1,3.780604897,1.116178589,0.828132501
2024,15,Howard,298.93,72.32,55,28,9,67,6,0,3.484513274,0.884955752,0.926438053
2024,15,Ulmer,212.09,85.31,90,44,35,66,6,0,4.641894268,1.465244403,0.773649045
2024,15,Garth,246.08,68.32,53,24,34,63,4,10,3.161592506,1.273419204,0.922131148
2024,15,Dave,179.25,71.99,88,48,23,69,6,0,6.000833449,1.541880817,0.958466454
2024,15,Rouse,248.67,73.65,54,20,24,69,6,3,2.443991853,1.059063136,0.936863544
2024,16,Boyce,185.67,60.65,58,26,18,62,6,0,3.858202803,1.253091509,1.022258862
2024,16,Chris,150.09,51.32,44,15,15,34,4,1,2.63055339,1.14964926,0.662509743
2024,16,Rich,141.75,49.97,54,20,19,50,3,0,3.602161297,1.460876526,1.00060036
2024,16,Andy,183.5,46.97,30,19,12,55,6,4,3.640621673,0.894187779,1.170960187
2024,16,Sam,242.25,72.98,55,25,20,71,8,1,3.083036448,1.027678816,0.972869279
2024,16,Howard,229.59,75.29,62,34,21,83,6,0,4.064284766,1.102404038,1.102404038
2024,16,Ulmer,185.67,61.65,57,23,19,50,7,0,3.357664234,1.232765612,0.811030008
2024,16,Garth,162.5,41.99,25,9,11,45,4,3,1.929030722,0.857346987,1.071683734
2024,16,Dave,123.5,51.98,57,29,27,48,1,1,5.021161985,1.616006156,0.923432089
2024,16,Rouse,145.5,43.99,32,19,16,46,3,3,3.887247102,1.091157081,1.045692203
2024,17,Boyce,163.08,57.31,51,34,14,67,4,0,5.339382307,1.134182516,1.16908044
2024,17,Chris,142.83,50.32,51,24,17,45,3,2,4.292527822,1.351351351,0.89427663
2024,17,Rich,103.59,44.3,44,23,19,38,1,0,4.67268623,1.422121896,0.85778781
2024,17,Andy,100.5,32.99,29,15,9,35,2,1,4.092149136,1.151864201,1.060927554
2024,17,Sam,212.42,68.66,60,26,21,50,8,2,3.408097874,1.179726187,0.728226041
2024,17,Howard,205.33,68.31,57,29,19,72,5,0,3.820816864,1.112575026,1.054018445
2024,17,Ulmer,108.18,55.62,73,44,23,54,1,0,7.1197411,1.725997843,0.970873786
2024,17,Garth,128.17,40.65,37,27,15,45,1,6,5.977859779,1.279212792,1.10701107
2024,17,Dave,165.58,55.31,43,23,18,57,4,0,3.742542036,1.102874706,1.030555053
2024,17,Rouse,172.17,56.66,54,30,12,67,4,1,4.765266502,1.164842923,1.182492058
2024,18,Boyce,138.91,54.65,54,35,19,43,3,3,5.763952425,1.335773102,0.786825252
2024,18,Chris,156.5,59.99,56,31,20,47,4,1,4.650775129,1.266877813,0.783463911
