season,week,team_id,week_type,playoffs,hitting_points,pitching_points,team_points,manager
2022,22,5,normal,1,152.0,106.58,258.58,Andy
2022,22,6,normal,1,170.0,215.57999999999998,385.58,Sam
2022,22,7,normal,1,244.5,146.74,391.24,Howard
2022,22,8,normal,1,114.5,235.34,349.84000000000003,Rich
2022,22,9,normal,1,181.0,199.59,380.59000000000003,Rouse
2022,22,10,normal,1,173.0,215.91,388.90999999999997,Dave
2022,23,1,normal,1,286.0,181.32999999999998,467.33,Boyce
2022,23,2,normal,1,232.0,254.41,486.40999999999997,Alex
2022,23,3,normal,1,245.5,187.17000000000002,432.67,Garth
2022,23,4,normal,1,236.0,188.57999999999998,424.58,Chris
2022,23,5,normal,1,156.5,98.26,254.76,Andy
2022,23,6,normal,1,227.0,79.92,306.92,Sam
2022,23,7,normal,1,229.0,197.59,426.59000000000003,Howard
2022,23,8,normal,1,191.0,148.09,339.09000000000003,Rich
2022,23,9,normal,1,176.0,125.75,301.75,Rouse
2022,23,10,normal,1,184.5,192.42000000000002,376.92,Dave
2023,1,1,long,0,358.5,345.84000000000003,704.34,Boyce
2023,1,2,long,0,450.5,231.92000000000002,682.4200000000001,Chris
2023,1,3,long,0,400.0,216.49,616.49,Alex
2023,1,4,long,0,366.0,350.5,716.5,Rich
2023,1,5,long,0,383.0,222.43,605.4300000000001,Andy
2023,1,6,long,0,268.5,256.33,524.8299999999999,Sam
2023,1,7,long,0,381.5,200.0,581.5,Howard
2023,1,8,long,0,361.5,225.92000000000002,587.4200000000001,Rouse
2023,1,9,long,0,381.0,218.5,599.5,Garth
2023,1,10,long,0,354.0,219.67,573.67,Dave
2023,2,1,normal,0,289.5,145.58,435.08000000000004,Boyce
2023,2,2,normal,0,226.5,203.82999999999998,430.33,Chris
2023,2,3,normal,0,257.0,116.67,373.67,Alex
2023,2,4,normal,0,251.0,246.42,497.41999999999996,Rich
2023,2,5,normal,0,278.5,143.58,422.08000000000004,Andy
2023,2,6,normal,0,250.5,160.17,410.66999999999996,Sam
2023,2,7,normal,0,266.5,162.42000000000002,428.92,Howard
2023,2,8,normal,0,211.0,200.57999999999998,411.58,Rouse
2023,2,9,normal,0,235.5,174.17000000000002,409.67,Garth
2023,2,10,normal,0,281.5,136.75,418.25,Dave
2023,3,1,normal,0,201.0,211.01,412.01,Boyce
2023,3,2,normal,0,222.0,120.92,342.92,Chris
2023,3,3,normal,0,240.0,128.42000000000002,368.42,Alex
2023,3,4,normal,0,234.5,166.76,401.26,Rich
2023,3,5,normal,0,263.0,108.08,371.08,Andy
2023,3,6,normal,0,223.0,177.07999999999998,400.08,Sam
2023,3,7,normal,0,240.0,94.41,334.40999999999997,Howard
2023,3,8,normal,0,275.0,236.32999999999998,511.33,Rouse
2023,3,9,normal,0,227.5,154.32999999999998,381.83,Garth
2023,3,10,normal,0,211.5,169.51,381.01,Dave
2023,4,1,normal,0,174.5,197.57999999999998,372.08,Boyce
2023,4,2,normal,0,178.5,93.0,271.5,Chris
2023,4,3,normal,0,209.0,157.57999999999998,366.58,Alex
2023,4,4,normal,0,278.5,110.34,388.84000000000003,Rich
2023,4,5,normal,0,199.0,188.82999999999998,387.83,Andy
2023,4,6,normal,0,223.0,202.32999999999998,425.33,Sam
2023,4,7,normal,0,199.5,117.83,317.33,Howard
2023,4,8,normal,0,240.5,170.16,410.65999999999997,Rouse
2023,4,9,normal,0,190.0,169.32999999999998,359.33,Garth
2023,4,10,normal,0,179.0,187.43,366.43,Dave
2023,5,1,normal,0,235.5,167.76,403.26,Boyce
2023,5,2,normal,0,232.5,189.26,421.76,Chris
2023,5,3,normal,0,205.0,115.33,320.33,Alex
2023,5,4,normal,0,226.0,151.25,377.25,Rich
2023,5,5,normal,0,278.0,144.75,422.75,Andy
2023,5,6,normal,0,284.0,179.82999999999998,463.83,Sam
2023,5,7,normal,0,275.0,252.48,527.48,Howard
2023,5,8,normal,0,214.5,114.42,328.92,Rouse
2023,5,9,normal,0,225.0,131.59,356.59000000000003,Garth
2023,5,10,normal,0,197.5,195.84,393.34000000000003,Dave
2023,6,1,normal,0,236.0,276.25,512.25,Boyce
2023,6,2,normal,0,212.5,163.26,375.76,Chris
2023,6,3,normal,0,234.5,188.0,422.5,Alex
2023,6,4,normal,0,236.5,184.5,421.0,Rich
2023,6,5,normal,0,193.0,264.01,457.01,Andy
2023,6,6,normal,0,210.5,172.42000000000002,382.92,Sam
2023,6,7,normal,0,287.0,159.57999999999998,446.58,Howard
2023,6,8,normal,0,208.0,195.74,403.74,Rouse
2023,6,9,normal,0,197.5,142.75,340.25,Garth
2023,6,10,normal,0,177.0,174.92000000000002,351.92,Dave
2023,7,1,normal,0,280.0,245.42000000000002,525.4200000000001,Boyce
2023,7,2,normal,0,190.5,121.5,312.0,Chris
2023,7,3,normal,0,221.5,129.66,351.15999999999997,Alex
2023,7,4,normal,0,251.0,174.75,425.75,Rich
2023,7,5,normal,0,240.0,96.34,336.34000000000003,Andy
2023,7,6,normal,0,254.0,200.34,454.34000000000003,Sam
2023,7,7,normal,0,219.5,214.82999999999998,434.33,Howard
2023,7,8,normal,0,242.5,191.84,434.34000000000003,Rouse
2023,7,9,normal,0,213.5,114.41,327.90999999999997,Garth
2023,7,10,normal,0,201.5,163.6,365.1,Dave
2023,8,1,normal,0,196.0,219.42000000000002,415.42,Boyce
2023,8,2,normal,0,231.0,100.75,331.75,Chris
2023,8,3,normal,0,245.5,142.74,388.24,Alex
2023,8,4,normal,0,232.5,146.67,379.16999999999996,Rich
2023,8,5,normal,0,207.0,136.01,343.01,Andy
2023,8,6,normal,0,204.5,151.57999999999998,356.08,Sam
2023,8,7,normal,0,251.5,193.17000000000002,444.67,Howard
2023,8,8,normal,0,185.5,225.42,410.91999999999996,Rouse
2023,8,9,normal,0,242.5,158.0,400.5,Garth
2023,8,10,normal,0,304.5,150.18,454.68,Dave
2023,9,1,normal,0,277.0,225.17000000000002,502.17,Boyce
2023,9,2,normal,0,181.5,172.92000000000002,354.42,Chris
2023,9,3,normal,0,198.5,180.17000000000002,378.67,Alex
2023,9,4,normal,0,189.0,102.09,291.09000000000003,Rich
2023,9,5,normal,0,213.5,181.67000000000002,395.17,Andy
2023,9,6,normal,0,165.5,197.76,363.26,Sam
2023,9,7,normal,0,154.0,199.24,353.24,Howard
2023,9,8,normal,0,186.0,168.59,354.59000000000003,Rouse
2023,9,9,normal,0,167.5,116.42,283.92,Garth
2023,9,10,normal,0,149.0,216.49,365.49,Dave
2023,10,1,normal,0,226.5,155.75,382.25,Boyce
2023,10,2,normal,0,221.0,168.84,389.84000000000003,Chris
2023,10,3,normal,0,235.5,162.75,398.25,Alex
2023,10,4,normal,0,169.5,119.17,288.67,Rich
2023,10,5,normal,0,260.0,134.17,394.16999999999996,Andy
2023,10,6,normal,0,213.5,192.92,406.41999999999996,Sam
2023,10,7,normal,0,184.5,147.67,332.16999999999996,Howard
2023,10,8,normal,0,199.5,199.25,398.75,Rouse
2023,10,9,normal,0,205.5,67.91,273.40999999999997,Garth
2023,10,10,normal,0,222.5,174.84,397.34000000000003,Dave
2023,11,1,normal,0,269.0,170.34,439.34000000000003,Boyce
2023,11,2,normal,0,285.5,95.59,381.09000000000003,Chris
2023,11,3,normal,0,265.0,153.91,418.90999999999997,Alex
2023,11,4,normal,0,193.0,133.42,326.41999999999996,Rich
2023,11,5,normal,0,263.0,113.33,376.33,Andy
2023,11,6,normal,0,248.5,158.67000000000002,407.17,Sam
2023,11,7,normal,0,242.0,153.75,395.75,Howard
2023,11,8,normal,0,153.0,192.57999999999998,345.58,Rouse
2023,11,9,normal,0,210.0,179.5,389.5,Garth
2023,11,10,normal,0,282.5,204.18,486.68,Dave
2023,12,1,normal,0,248.5,215.32999999999998,463.83,Boyce
2023,12,2,normal,0,241.5,159.91,401.40999999999997,Chris
2023,12,3,normal,0,239.0,231.75,470.75,Alex
2023,12,4,normal,0,199.0,217.25,416.25,Rich
2023,12,5,normal,0,187.5,160.59,348.09000000000003,Andy
2023,12,6,normal,0,174.0,211.75,385.75,Sam
2023,12,7,normal,0,229.0,211.32999999999998,440.33,Howard
2023,12,8,normal,0,190.0,183.57999999999998,373.58,Rouse
2023,12,9,normal,0,216.0,134.58,350.58000000000004,Garth
2023,12,10,normal,0,191.5,175.42,366.91999999999996,Dave
2023,13,1,normal,0,238.5,226.16,464.65999999999997,Boyce
2023,13,2,normal,0,252.5,83.67,336.17,Chris
2023,13,3,normal,0,275.5,197.32999999999998,472.83,Alex
2023,13,4,normal,0,208.5,191.92000000000002,400.42,Rich
2023,13,5,normal,0,247.0,105.5,352.5,Andy
2023,13,6,normal,0,261.5,110.42,371.92,Sam
2023,13,7,normal,0,168.5,135.67000000000002,304.17,Howard
2023,13,8,normal,0,228.5,170.17000000000002,398.67,Rouse
2023,13,9,normal,0,196.5,133.9,330.4,Garth
2023,13,10,normal,0,259.0,188.25,447.25,Dave
2023,14,1,normal,0,293.0,231.99,524.99,Boyce
2023,14,2,normal,0,276.5,240.32999999999998,516.8299999999999,Chris
2023,14,3,normal,0,273.0,175.91,448.90999999999997,Alex
2023,14,4,normal,0,241.0,204.5,445.5,Rich
2023,14,5,normal,0,199.0,146.83,345.83000000000004,Andy
2023,14,6,normal,0,212.5,181.82999999999998,394.33,Sam
2023,14,7,normal,0,272.5,190.66,463.15999999999997,Howard
2023,14,8,normal,0,227.5,159.34,386.84000000000003,Rouse
2023,14,9,normal,0,180.5,201.16,381.65999999999997,Garth
2023,14,10,normal,0,192.0,220.76,412.76,Dave
2023,15,1,long,0,398.5,238.57999999999998,637.0799999999999,Boyce
2023,15,2,long,0,340.0,279.08,619.0799999999999,Chris
2023,15,3,long,0,371.5,263.5,635.0,Alex
2023,15,4,long,0,366.5,254.41,620.91,Rich
2023,15,5,long,0,306.5,166.67000000000002,473.17,Andy
2023,15,6,long,0,396.5,262.01,658.51,Sam
2023,15,7,long,0,304.5,283.34000000000003,587.84,Howard
2023,15,8,long,0,397.5,336.65999999999997,734.16,Rouse
2023,15,9,long,0,373.5,238.16,611.66,Garth
2023,15,10,long,0,269.0,241.14999999999998,510.15,Dave
2023,16,1,normal,0,273.5,152.01,425.51,Boyce
2023,16,2,normal,0,251.0,165.66,416.65999999999997,Chris
2023,16,3,normal,0,183.5,164.59,348.09000000000003,Alex
2023,16,4,normal,0,200.5,194.32999999999998,394.83,Rich
2023,16,5,normal,0,174.5,75.25,249.75,Andy
2023,16,6,normal,0,208.0,115.25,323.25,Sam
2023,16,7,normal,0,223.5,129.59,353.09000000000003,Howard
2023,16,8,normal,0,237.0,162.92000000000002,399.92,Rouse
2023,16,9,normal,0,196.5,134.01,330.51,Garth
2023,16,10,normal,0,143.0,266.08,409.08,Dave
2023,17,1,normal,0,220.5,188.66,409.15999999999997,Boyce
2023,17,2,normal,0,242.5,142.25,384.75,Chris
2023,17,3,normal,0,234.0,98.25,332.25,Alex
2023,17,4,normal,0,199.0,229.92000000000002,428.92,Rich
2023,17,5,normal,0,251.5,122.34,373.84000000000003,Andy
2023,17,6,normal,0,226.5,199.92000000000002,426.42,Sam
2023,17,7,normal,0,312.0,186.0,498.0,Howard
2023,17,8,normal,0,235.0,173.84,408.84000000000003,Rouse
2023,17,9,normal,0,299.0,173.0,472.0,Garth
2023,17,10,normal,0,286.5,200.82999999999998,487.33,Dave
2023,18,1,normal,0,235.5,177.0,412.5,Boyce
2023,18,2,normal,0,263.5,208.17000000000002,471.67,Chris
2023,18,3,normal,0,220.0,188.5,408.5,Alex
2023,18,4,normal,0,218.5,200.91,419.40999999999997,Rich
2023,18,5,normal,0,187.5,125.34,312.84000000000003,Andy
2023,18,6,normal,0,216.5,146.66,363.15999999999997,Sam
2023,18,7,normal,0,220.5,164.57,385.07,Howard
2023,18,8,normal,0,246.0,174.84,420.84000000000003,Rouse
2023,18,9,normal,0,273.0,132.84,405.84000000000003,Garth
2023,18,10,normal,0,216.0,205.07999999999998,421.08,Dave
2023,19,1,normal,0,320.5,173.34,493.84000000000003,Boyce
2023,19,2,normal,0,174.0,152.25,326.25,Chris
2023,19,3,normal,0,170.0,101.09,271.09000000000003,Alex
2023,19,4,normal,0,138.5,109.83,248.32999999999998,Rich
2023,19,5,normal,0,260.5,80.58,341.08,Andy
2023,19,6,normal,0,272.5,165.75,438.25,Sam
2023,19,7,normal,0,281.0,144.67000000000002,425.67,Howard
2023,19,8,normal,0,174.0,181.25,355.25,Rouse
2023,19,9,normal,0,243.0,149.74,392.74,Garth
2023,19,10,normal,0,189.5,185.59,375.09000000000003,Dave
2023,20,1,normal,0,302.0,206.67000000000002,508.67,Boyce
2023,20,2,normal,0,215.0,194.17000000000002,409.17,Chris
2023,20,3,normal,0,269.0,148.66,417.65999999999997,Alex
2023,20,4,normal,0,175.5,189.42000000000002,364.92,Rich
2023,20,5,normal,0,360.0,102.43,462.43,Andy
2023,20,6,normal,0,167.5,183.75,351.25,Sam
2023,20,7,normal,0,221.0,155.42,376.41999999999996,Howard
2023,20,8,normal,0,220.5,116.58,337.08,Rouse
2023,20,9,normal,0,309.5,139.67,449.16999999999996,Garth
2023,20,10,normal,0,265.5,140.5,406.0,Dave
2023,21,1,normal,0,288.0,192.57999999999998,480.58,Boyce
2023,21,2,normal,0,197.5,115.84,313.34000000000003,Chris
2023,21,3,normal,0,243.0,150.59,393.59000000000003,Alex
2023,21,4,normal,0,190.5,146.42,336.91999999999996,Rich
2023,21,5,normal,0,251.0,143.41,394.40999999999997,Andy
2023,21,6,normal,0,202.5,174.76,377.26,Sam
2023,21,7,normal,0,275.5,172.92,448.41999999999996,Howard
2023,21,8,normal,0,221.0,141.58,362.58000000000004,Rouse
2023,21,9,normal,0,279.0,148.34,427.34000000000003,Garth
2023,21,10,normal,0,297.0,146.93,443.93,Dave
2023,22,1,normal,0,276.5,199.17000000000002,475.67,Boyce
2023,22,2,normal,0,239.0,103.57,342.57,Chris
2023,22,3,normal,0,227.5,143.16,370.65999999999997,Alex
2023,22,4,normal,0,215.0,205.32,420.32,Rich
2023,22,5,normal,0,211.5,100.68,312.18,Andy
2023,22,6,normal,0,185.0,200.09,385.09000000000003,Sam
2023,22,7,normal,0,252.0,113.59,365.59000000000003,Howard
2023,22,8,normal,0,281.5,150.08,431.58000000000004,Rouse
2023,22,9,normal,0,237.0,81.84,318.84000000000003,Garth
2023,22,10,normal,0,232.5,223.0,455.5,Dave
2023,23,1,normal,1,327.0,257.67,584.6700000000001,Boyce
2023,23,2,normal,1,260.0,131.33,391.33000000000004,Chris
2023,23,3,normal,1,233.5,192.68,426.18,Alex
2023,23,4,normal,1,176.0,134.25,310.25,Rich
2023,23,5,normal,1,212.0,98.18,310.18,Andy
2023,23,6,normal,1,181.5,175.5,357.0,Sam
2023,23,7,normal,1,236.5,140.91,377.40999999999997,Howard
2023,23,8,normal,1,235.5,156.92000000000002,392.42,Rouse
2023,23,9,normal,1,236.0,159.5,395.5,Garth
2023,23,10,normal,1,235.0,132.99,367.99,Dave
2023,24,1,normal,1,274.5,167.5,442.0,Boyce
2023,24,2,normal,1,260.5,107.17,367.67,Chris
2023,24,3,normal,1,187.5,149.92,337.41999999999996,Alex
2023,24,4,normal,1,176.0,157.51,333.51,Rich
2023,24,5,normal,1,220.0,89.08,309.08,Andy
2023,24,6,normal,1,214.5,136.25,350.75,Sam
2023,24,7,normal,1,245.0,244.0,489.0,Howard
2023,24,8,normal,1,249.5,116.66,366.15999999999997,Rouse
2023,24,9,normal,1,234.5,180.41,414.90999999999997,Garth
2023,24,10,normal,1,223.5,182.17000000000002,405.67,Dave
2024,1,1,long,0,425.0,337.15999999999997,762.16,Boyce
2024,1,2,long,0,381.5,313.5,695.0,Chris
2024,1,3,long,0,391.0,343.59000000000003,734.59,Rich
2024,1,4,long,0,397.5,250.41,647.91,Andy
2024,1,5,long,0,334.5,261.99,596.49,Sam
2024,1,6,long,0,366.0,272.09000000000003,638.09,Howard
2024,1,7,long,0,390.5,188.42000000000002,578.9200000000001,Alex
2024,1,8,long,0,340.5,265.17,605.6700000000001,Garth
2024,1,9,long,0,342.0,222.34,564.34,Dave
2024,1,10,long,0,381.5,247.59,629.09,Rouse
2024,2,1,normal,0,251.5,104.17,355.67,Boyce
2024,2,2,normal,0,322.0,130.67000000000002,452.67,Chris
2024,2,3,normal,0,228.0,133.51,361.51,Rich
2024,2,4,normal,0,225.0,148.75,373.75,Andy
2024,2,5,normal,0,241.0,192.16,433.15999999999997,Sam
2024,2,6,normal,0,248.0,178.16,426.15999999999997,Howard
2024,2,7,normal,0,233.5,168.84,402.34000000000003,Alex
2024,2,8,normal,0,207.0,162.41,369.40999999999997,Garth
2024,2,9,normal,0,209.5,130.66,340.15999999999997,Dave
2024,2,10,normal,0,241.0,176.32999999999998,417.33,Rouse
2024,3,1,normal,0,244.0,179.16,423.15999999999997,Boyce
2024,3,2,normal,0,211.0,222.57999999999998,433.58,Chris
2024,3,3,normal,0,237.0,188.42000000000002,425.42,Rich
2024,3,4,normal,0,252.0,182.25,434.25,Andy
2024,3,5,normal,0,144.0,145.76,289.76,Sam
2024,3,6,normal,0,211.0,194.93,405.93,Howard
2024,3,7,normal,0,169.5,182.82999999999998,352.33,Alex
2024,3,8,normal,0,221.0,143.33,364.33000000000004,Garth
2024,3,9,normal,0,183.0,147.57999999999998,330.58,Dave
2024,3,10,normal,0,213.0,190.92000000000002,403.92,Rouse
2024,4,1,normal,0,241.5,307.0,548.5,Boyce
2024,4,2,normal,0,222.0,151.82999999999998,373.83,Chris
2024,4,3,normal,0,155.5,126.75999999999999,282.26,Rich
2024,4,4,normal,0,265.0,163.5,428.5,Andy
2024,4,5,normal,0,254.0,129.41,383.40999999999997,Sam
2024,4,6,normal,0,208.5,190.01,398.51,Howard
2024,4,7,normal,0,203.0,210.51,413.51,Alex
2024,4,8,normal,0,218.5,190.16,408.65999999999997,Garth
2024,4,9,normal,0,192.0,179.57999999999998,371.58,Dave
2024,4,10,normal,0,207.0,203.0,410.0,Rouse
2024,5,1,normal,0,249.0,206.07999999999998,455.08,Boyce
2024,5,2,normal,0,163.0,139.67000000000002,302.67,Chris
2024,5,3,normal,0,178.0,235.17000000000002,413.17,Rich
2024,5,4,normal,0,212.5,206.5,419.0,Andy
2024,5,5,normal,0,210.5,149.5,360.0,Sam
2024,5,6,normal,0,194.5,246.82999999999998,441.33,Howard
2024,5,7,normal,0,145.5,184.32999999999998,329.83,Alex
2024,5,8,normal,0,188.0,133.67000000000002,321.67,Garth
2024,5,9,normal,0,245.5,152.17000000000002,397.67,Dave
2024,5,10,normal,0,209.5,141.91,351.40999999999997,Rouse
2024,6,1,normal,0,170.0,164.32999999999998,334.33,Boyce
2024,6,2,normal,0,174.5,149.84,324.34000000000003,Chris
2024,6,3,normal,0,231.5,204.42000000000002,435.92,Rich
2024,6,4,normal,0,186.5,258.09000000000003,444.59000000000003,Andy
2024,6,5,normal,0,215.0,223.75,438.75,Sam
2024,6,6,normal,0,243.5,224.26,467.76,Howard
2024,6,7,normal,0,217.5,94.83,312.33,Alex
2024,6,8,normal,0,261.0,130.82999999999998,391.83,Garth
2024,6,9,normal,0,158.5,188.25,346.75,Dave
2024,6,10,normal,0,246.5,140.25,386.75,Rouse
2024,7,1,normal,0,263.0,185.42,448.41999999999996,Boyce
2024,7,2,normal,0,214.5,197.32999999999998,411.83,Chris
2024,7,3,normal,0,209.0,219.34,428.34000000000003,Rich
2024,7,4,normal,0,224.0,167.0,391.0,Andy
2024,7,5,normal,0,212.5,137.99,350.49,Sam
2024,7,6,normal,0,170.5,161.01,331.51,Howard
2024,7,7,normal,0,184.0,215.5,399.5,Alex
2024,7,8,normal,0,259.5,164.91,424.40999999999997,Garth
2024,7,9,normal,0,216.0,147.83,363.83000000000004,Dave
2024,7,10,normal,0,179.5,169.25,348.75,Rouse
2024,8,1,normal,0,244.0,232.59,476.59000000000003,Boyce
2024,8,2,normal,0,251.0,151.17,402.16999999999996,Chris
2024,8,3,normal,0,197.0,197.25,394.25,Rich
2024,8,4,normal,0,232.5,246.32999999999998,478.83,Andy
2024,8,5,normal,0,213.5,208.0,421.5,Sam
2024,8,6,normal,0,209.0,149.57,358.57,Howard
2024,8,7,normal,0,279.0,176.25,455.25,Alex
2024,8,8,normal,0,242.0,182.67000000000002,424.67,Garth
2024,8,9,normal,0,153.5,240.92000000000002,394.42,Dave
2024,8,10,normal,0,161.5,135.91,297.40999999999997,Rouse
2024,9,1,normal,0,235.0,171.49,406.49,Boyce
2024,9,2,normal,0,226.5,144.99,371.49,Chris
2024,9,3,normal,0,211.0,179.34,390.34000000000003,Rich
2024,9,4,normal,0,214.5,141.07999999999998,355.58,Andy
2024,9,5,normal,0,227.5,246.0,473.5,Sam
2024,9,6,normal,0,229.0,180.59,409.59000000000003,Howard
2024,9,7,normal,0,194.0,140.42000000000002,334.42,Alex
2024,9,8,normal,0,187.0,140.16,327.15999999999997,Garth
2024,9,9,normal,0,224.5,166.99,391.49,Dave
2024,9,10,normal,0,201.5,146.0,347.5,Rouse
2024,10,1,normal,0,256.0,166.59,422.59000000000003,Boyce
2024,10,2,normal,0,247.0,155.42000000000002,402.42,Chris
2024,10,3,normal,0,155.5,156.82999999999998,312.33,Rich
2024,10,4,normal,0,284.0,153.07999999999998,437.08,Andy
2024,10,5,normal,0,192.0,151.84,343.84000000000003,Sam
2024,10,6,normal,0,236.5,157.5,394.0,Howard
2024,10,7,normal,0,233.0,185.07999999999998,418.08,Alex
2024,10,8,normal,0,178.5,206.67000000000002,385.17,Garth
2024,10,9,normal,0,203.0,181.51,384.51,Dave
2024,10,10,normal,0,214.5,127.09,341.59000000000003,Rouse
2024,11,1,normal,0,259.5,147.07999999999998,406.58,Boyce
2024,11,2,normal,0,250.5,151.34,401.84000000000003,Chris
2024,11,3,normal,0,245.5,192.67000000000002,438.17,Rich
2024,11,4,normal,0,150.5,115.91,266.40999999999997,Andy
2024,11,5,normal,0,167.5,178.42000000000002,345.92,Sam
2024,11,6,normal,0,219.5,274.92,494.42,Howard
2024,11,7,normal,0,200.0,138.16,338.15999999999997,Alex
2024,11,8,normal,0,174.0,130.32999999999998,304.33,Garth
2024,11,9,normal,0,254.5,129.84,384.34000000000003,Dave
2024,11,10,normal,0,245.0,217.0,462.0,Rouse
2024,12,1,normal,0,300.0,174.17000000000002,474.17,Boyce
2024,12,2,normal,0,199.0,125.42,324.42,Chris
2024,12,3,normal,0,237.0,143.59,380.59000000000003,Rich
2024,12,4,normal,0,221.5,156.92,378.41999999999996,Andy
2024,12,5,normal,0,194.5,172.59,367.09000000000003,Sam
2024,12,6,normal,0,221.0,218.0,439.0,Howard
2024,12,7,normal,0,248.5,216.75,465.25,Alex
2024,12,8,normal,0,285.0,138.92,423.91999999999996,Garth
2024,12,9,normal,0,245.0,148.91,393.90999999999997,Dave
2024,12,10,normal,0,219.0,185.25,404.25,Rouse
2024,13,1,normal,0,227.5,170.01,397.51,Boyce
2024,13,2,normal,0,242.0,139.34,381.34000000000003,Chris
2024,13,3,normal,0,263.5,237.09,500.59000000000003,Rich
2024,13,4,normal,0,240.0,131.67000000000002,371.67,Andy
2024,13,5,normal,0,174.5,181.92000000000002,356.42,Sam
2024,13,6,normal,0,208.0,198.75,406.75,Howard
2024,13,7,normal,0,302.5,191.32,493.82,Alex
2024,13,8,normal,0,257.5,110.49,367.99,Garth
2024,13,9,normal,0,189.0,118.91,307.90999999999997,Dave
2024,13,10,normal,0,232.0,146.92000000000002,378.92,Rouse
2024,14,1,normal,0,268.0,206.25,474.25,Boyce
2024,14,2,normal,0,272.0,152.82999999999998,424.83,Chris
2024,14,3,normal,0,284.5,137.75,422.25,Rich
2024,14,4,normal,0,183.0,132.25,315.25,Andy
2024,14,5,normal,0,218.5,193.09,411.59000000000003,Sam
2024,14,6,normal,0,258.5,154.82999999999998,413.33,Howard
2024,14,7,normal,0,185.5,202.57999999999998,388.08,Alex
2024,14,8,normal,0,198.5,98.33,296.83,Garth
2024,14,9,normal,0,204.5,201.09,405.59000000000003,Dave
2024,14,10,normal,0,236.5,148.67,385.16999999999996,Rouse
2024,15,1,long,0,361.0,271.59000000000003,632.59,Boyce
2024,15,2,long,0,359.5,235.07999999999998,594.5799999999999,Chris
2024,15,3,long,0,422.5,271.93,694.4300000000001,Rich
2024,15,4,long,0,230.0,257.16,487.16,Andy
2024,15,5,long,0,331.0,241.59,572.59,Sam
2024,15,6,long,0,289.5,298.93,588.4300000000001,Howard
2024,15,7,long,0,353.5,212.09,565.59,Alex
2024,15,8,long,0,330.0,246.07999999999998,576.0799999999999,Garth
2024,15,9,long,0,276.0,179.25,455.25,Dave
2024,15,10,long,0,361.0,248.67000000000002,609.6700000000001,Rouse
2024,16,1,normal,0,270.0,185.67,455.66999999999996,Boyce
2024,16,2,normal,0,269.0,150.09,419.09000000000003,Chris
2024,16,3,normal,0,210.5,141.75,352.25,Rich
2024,16,4,normal,0,224.5,183.5,408.0,Andy
2024,16,5,normal,0,178.0,242.25,420.25,Sam
2024,16,6,normal,0,223.0,229.59,452.59000000000003,Howard
2024,16,7,normal,0,271.5,185.67000000000002,457.17,Alex
2024,16,8,normal,0,252.5,162.5,415.0,Garth
2024,16,9,normal,0,191.0,123.5,314.5,Dave
2024,16,10,normal,0,269.5,145.5,415.0,Rouse
2024,17,1,normal,0,227.5,163.07999999999998,390.58,Boyce
2024,17,2,normal,0,230.5,142.83,373.33000000000004,Chris
2024,17,3,normal,0,264.5,103.59,368.09000000000003,Rich
2024,17,4,normal,0,283.5,100.5,384.0,Andy
2024,17,5,normal,0,215.5,212.42000000000002,427.92,Sam
2024,17,6,normal,0,222.5,205.32999999999998,427.83,Howard
2024,17,7,normal,0,239.5,108.18,347.68,Alex
2024,17,8,normal,0,251.0,128.17000000000002,379.17,Garth
2024,17,9,normal,0,230.5,165.57999999999998,396.08,Dave
2024,17,10,normal,0,283.0,172.17,455.16999999999996,Rouse
2024,18,1,normal,0,255.5,138.91,394.40999999999997,Boyce
2024,18,2,normal,0,248.5,156.5,405.0,Chris
2024,18,3,normal,0,266.5,132.33,398.83000000000004,Rich
2024,18,4,normal,0,277.0,114.84,391.84000000000003,Andy
2024,18,5,normal,0,236.5,200.32999999999998,436.83,Sam
2024,18,6,normal,0,268.5,152.83,421.33000000000004,Howard
2024,18,7,normal,0,243.0,207.76,450.76,Alex
2024,18,8,normal,0,260.0,136.75,396.75,Garth
2024,18,9,normal,0,281.0,149.92000000000002,430.92,Dave
2024,18,10,normal,0,277.0,179.5,456.5,Rouse
2024,19,1,normal,0,251.5,195.82,447.32,Boyce
2024,19,2,normal,0,227.5,147.85,375.35,Chris
2024,19,3,normal,0,193.5,149.09,342.59000000000003,Rich
2024,19,4,normal,0,229.5,177.42000000000002,406.92,Andy
2024,19,5,normal,0,206.0,169.82999999999998,375.83,Sam
2024,19,6,normal,0,204.0,208.59,412.59000000000003,Howard
2024,19,7,normal,0,231.5,172.5,404.0,Alex
2024,19,8,normal,0,167.5,147.42000000000002,314.92,Garth
2024,19,9,normal,0,220.5,163.0,383.5,Dave
2024,19,10,normal,0,184.5,134.33,318.83000000000004,Rouse
2024,20,1,normal,0,227.0,143.33,370.33000000000004,Boyce
2024,20,2,normal,0,275.5,79.08,354.58,Chris
2024,20,3,normal,0,234.5,100.17,334.67,Rich
2024,20,4,normal,0,193.5,134.67000000000002,328.17,Andy
2024,20,5,normal,0,182.0,156.34,338.34000000000003,Sam
2024,20,6,normal,0,180.5,191.92000000000002,372.42,Howard
2024,20,7,normal,0,285.0,155.5,440.5,Alex
2024,20,8,normal,0,214.0,156.74,370.74,Garth
2024,20,9,normal,0,252.5,202.41,454.90999999999997,Dave
2024,20,10,normal,0,250.5,127.25,377.75,Rouse
